Semilla,Tratamiento,Germinacion,Materia_Fresca_Raiz,Materia_Fresca_Tallo,Materia_Seca_Raiz,Materia_Seca_Tallo,Peso_Dia3,Altura_Dia1,Diametro_Dia1,Peso_Dia2,Altura_Dia2,Diametro_Dia2,Peso_Dia1,Altura_Dia3,Diametro_Dia3
251,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
252,Turba,1,0.0,0.0,0.0,0.0,155,9.1,8.9,259,8.3,8.5,216,9.9,8.3
253,Turba,1,0.0,0.0,0.0,0.0,270,7.9,8.9,146,9.2,8.1,227,9.3,7.1
254,Turba,1,0.0,0.0,0.0,0.0,197,8.3,7.7,258,8.1,8.0,330,8.4,9.0
255,Turba,1,0.0,0.0,0.0,0.0,301,11.1,8.3,192,9.3,9.0,225,7.3,7.2
256,Turba,1,0.0,0.0,0.0,0.0,318,10.8,8.3,293,9.7,8.4,182,10.1,7.7
257,Turba,1,0.0,0.0,0.0,0.0,375,11.3,7.2,174,9.5,7.4,330,9.9,8.9
258,Turba,1,0.0,0.0,0.0,0.0,270,9.6,8.9,257,9.1,8.4,182,9.6,9.4
259,Turba,1,0.40632348,0.59170144,0.04127988,0.0807852,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
260,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
261,Turba,1,0.0,0.0,0.0,0.0,172,7.9,8.4,248,10.4,7.1,305,10.0,9.9
262,Turba,1,0.0,0.0,0.0,0.0,270,9.9,10.0,248,7.6,7.4,305,10.1,10.1
263,Turba,1,0.0,0.0,0.0,0.0,322,8.3,8.3,225,8.2,7.4,279,8.5,8.6
264,Turba,1,0.0,0.0,0.0,0.0,180,8.4,9.8,258,8.5,8.0,194,9.3,9.4
265,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
266,Turba,1,0.0,0.0,0.0,0.0,182,9.2,9.1,214,8.7,8.0,250,8.4,9.9
267,Turba,1,0.0,0.0,0.0,0.0,269,10.3,7.3,280,10.4,8.4,227,10.5,9.0
268,Turba,1,0.0,0.0,0.0,0.0,289,10.7,8.0,224,8.5,9.2,240,7.9,10.5
269,Turba,1,0.0,0.0,0.0,0.0,289,11.3,8.3,179,10.7,8.5,218,8.2,8.6
270,Turba,1,0.0,0.0,0.0,0.0,179,10.2,8.4,174,10.5,10.6,220,8.5,8.9
271,Turba,1,0.0,0.0,0.0,0.0,197,8.4,9.1,208,8.8,9.7,248,8.0,10.6
272,Turba,1,0.0,0.0,0.0,0.0,318,10.7,8.3,248,8.8,8.5,225,8.6,9.9
273,Turba,1,0.44121297,0.60099752,0.03421424,0.07970188,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
274,Turba,1,0.0,0.0,0.0,0.0,269,9.7,8.9,223,10.0,9.3,226,7.9,8.3
275,Turba,1,0.0,0.0,0.0,0.0,287,8.4,7.7,189,10.0,8.8,223,9.6,8.2
276,Turba,1,0.0,0.0,0.0,0.0,181,9.9,8.3,343,8.7,10.3,248,8.0,10.6
277,Turba,1,0.0,0.0,0.0,0.0,287,9.9,7.2,343,10.0,8.9,212,10.1,7.9
278,Turba,1,0.0,0.0,0.0,0.0,310,9.4,8.8,198,8.7,9.3,225,7.3,7.1
279,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
280,Turba,1,0.0,0.0,0.0,0.0,181,10.8,8.8,208,10.3,7.9,279,8.1,6.9
281,Turba,1,0.0,0.0,0.0,0.0,322,10.6,8.0,241,8.1,7.9,216,7.9,10.5
282,Turba,1,0.0,0.0,0.0,0.0,165,8.6,8.4,211,8.7,8.4,235,9.2,9.1
283,Turba,1,0.0,0.0,0.0,0.0,267,9.1,7.8,343,8.7,8.1,305,9.1,9.3
284,Turba,1,0.0,0.0,0.0,0.0,182,8.6,9.1,209,9.9,10.3,196,8.7,7.9
285,Turba,1,0.0,0.0,0.0,0.0,289,7.9,8.9,146,8.8,7.8,305,8.5,8.2
286,Turba,1,0.0,0.0,0.0,0.0,270,9.6,9.1,211,10.0,10.5,239,11.3,11.1
287,Turba,1,0.0,0.0,0.0,0.0,197,7.7,9.1,258,9.1,8.7,250,10.5,10.2
288,Turba,1,0.0,0.0,0.0,0.0,155,10.2,10.0,180,9.4,8.4,223,8.9,9.1
289,Turba,1,0.0,0.0,0.0,0.0,165,9.9,8.3,189,8.7,8.0,172,8.2,8.2
290,Turba,1,0.0,0.0,0.0,0.0,287,11.1,7.8,146,8.7,8.3,220,10.5,6.9
291,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
292,Turba,1,0.0,0.0,0.0,0.0,269,9.2,9.1,259,8.7,8.5,292,8.5,7.9
293,Turba,1,0.0,0.0,0.0,0.0,247,8.8,9.6,260,9.7,9.1,225,8.1,8.9
294,Turba,1,0.0,0.0,0.0,0.0,181,7.7,9.4,293,8.2,8.6,248,10.1,8.9
295,Turba,1,0.0,0.0,0.0,0.0,179,7.7,8.9,242,8.9,8.9,288,7.9,8.2
296,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
297,Turba,1,0.0,0.0,0.0,0.0,179,7.7,8.4,152,10.0,7.1,226,8.9,7.9
298,Turba,1,0.0,0.0,0.0,0.0,165,11.1,10.0,180,10.1,7.8,305,9.6,8.3
299,Turba,1,0.0,0.0,0.0,0.0,267,11.3,8.8,217,9.8,8.4,196,8.5,10.1
300,Turba,1,0.0,0.0,0.0,0.0,270,9.7,9.6,213,9.1,7.9,330,7.9,7.9
301,Turba,1,0.0,0.0,0.0,0.0,172,8.7,8.4,213,9.3,8.4,298,7.9,9.0
302,Turba,1,0.0,0.0,0.0,0.0,289,11.1,7.3,202,9.3,8.4,239,9.6,8.2
303,Turba,1,0.0,0.0,0.0,0.0,267,10.8,7.2,276,8.2,7.9,212,8.2,9.9
304,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
305,Turba,1,0.0,0.0,0.0,0.0,270,11.1,9.4,203,8.7,8.0,212,9.0,11.4
306,Turba,1,0.0,0.0,0.0,0.0,270,7.9,7.2,214,8.5,8.5,218,7.8,8.2
307,Turba,1,0.0,0.0,0.0,0.0,179,10.2,9.8,224,8.7,9.0,218,9.9,6.9
308,Turba,1,0.0,0.0,0.0,0.0,322,10.7,9.4,257,10.4,9.0,292,9.3,10.5
309,Turba,1,0.0,0.0,0.0,0.0,318,10.6,8.3,213,10.5,9.5,235,9.6,8.5
310,Turba,1,0.0,0.0,0.0,0.0,247,8.6,8.3,267,10.1,8.0,268,9.1,7.7
311,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
312,Turba,1,0.0,0.0,0.0,0.0,269,10.3,7.3,255,8.5,9.0,248,8.2,7.1
313,Turba,1,0.0,0.0,0.0,0.0,155,10.6,7.8,217,8.7,8.8,240,9.1,7.9
314,Turba,1,0.41052977,0.60462837,0.03247098,0.08146369,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
315,Turba,1,0.0,0.0,0.0,0.0,172,9.7,8.1,280,8.7,8.8,298,11.3,10.1
316,Turba,1,0.0,0.0,0.0,0.0,172,8.4,9.1,229,8.7,8.0,155,9.9,11.4
317,Turba,1,0.0,0.0,0.0,0.0,155,9.6,7.3,209,8.8,8.2,330,8.1,10.1
318,Turba,1,0.0,0.0,0.0,0.0,193,9.9,8.3,209,8.7,8.4,227,8.4,6.9
319,Turba,1,0.41791278,0.59978192,0.04343868,0.07607995,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
320,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
321,Turba,1,0.0,0.0,0.0,0.0,155,10.2,9.8,232,8.7,9.0,218,10.0,11.1
322,Turba,1,0.0,0.0,0.0,0.0,310,9.2,7.7,280,9.1,9.0,235,8.0,10.1
323,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
324,Turba,1,0.0,0.0,0.0,0.0,269,9.1,8.1,224,10.7,8.7,305,9.9,11.1
325,Turba,1,0.0,0.0,0.0,0.0,270,10.8,9.4,211,8.4,8.2,172,10.5,8.3
326,Turba,1,0.44784802,0.58690756,0.03328189,0.07696932,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
327,Turba,1,0.0,0.0,0.0,0.0,247,10.7,8.1,209,10.7,7.4,292,9.6,7.9
328,Turba,1,0.0,0.0,0.0,0.0,165,8.4,8.4,203,11.1,9.3,298,8.5,9.0
329,Turba,1,0.0,0.0,0.0,0.0,301,8.4,8.1,223,10.0,8.1,292,10.0,8.2
330,Turba,1,0.0,0.0,0.0,0.0,301,7.9,8.1,225,8.7,7.6,279,8.2,7.1
331,Turba,1,0.0,0.0,0.0,0.0,180,10.2,7.3,232,8.1,8.4,250,8.9,8.8
332,Turba,1,0.0,0.0,0.0,0.0,301,9.6,8.9,210,11.2,8.7,288,8.4,7.9
333,Turba,1,0.41133167,0.59922952,0.04050418,0.08121284,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
334,Turba,1,0.0,0.0,0.0,0.0,322,11.3,9.8,211,8.7,9.2,216,9.9,7.1
335,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
336,Turba,1,0.0,0.0,0.0,0.0,289,9.6,9.6,208,9.2,9.0,248,8.9,9.4
337,Turba,1,0.0,0.0,0.0,0.0,177,8.8,8.1,242,7.6,9.1,288,8.9,8.3
338,Turba,1,0.4361127,0.59878903,0.04321132,0.07875295,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
339,Turba,1,0.0,0.0,0.0,0.0,172,8.3,8.9,198,8.8,8.5,172,9.9,10.1
340,Turba,1,0.0,0.0,0.0,0.0,310,8.4,8.3,217,9.3,8.4,239,8.9,10.2
341,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
342,Turba,1,0.0,0.0,0.0,0.0,181,9.6,7.2,229,8.7,8.5,279,8.6,9.4
343,Turba,1,0.40038385,0.59532935,0.03888418,0.07734208,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
344,Turba,1,0.0,0.0,0.0,0.0,179,11.1,7.8,216,9.7,8.7,211,8.4,8.3
345,Turba,1,0.0,0.0,0.0,0.0,155,9.2,7.7,217,9.5,8.5,240,8.0,9.1
346,Turba,1,0.0,0.0,0.0,0.0,295,8.7,8.8,293,9.1,10.9,194,8.5,9.1
347,Turba,1,0.0,0.0,0.0,0.0,165,9.4,8.9,248,7.6,7.4,216,10.1,10.1
348,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
349,Turba,1,0.0,0.0,0.0,0.0,181,8.4,8.9,257,8.7,8.5,248,8.1,8.2
350,Turba,1,0.43792445,0.58035477,0.03950636,0.08220113,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
351,Turba,1,0.0,0.0,0.0,0.0,322,8.7,7.8,217,10.3,9.2,279,7.8,8.2
352,Turba,1,0.0,0.0,0.0,0.0,155,8.3,7.7,190,8.7,8.9,226,8.4,8.0
353,Turba,1,0.43355593,0.59864145,0.04317804,0.08196599,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
354,Turba,1,0.0,0.0,0.0,0.0,193,8.5,10.0,180,10.0,9.0,196,10.5,8.3
355,Turba,1,0.0,0.0,0.0,0.0,289,8.7,7.2,193,7.5,7.9,268,9.3,8.8
356,Turba,1,0.0,0.0,0.0,0.0,301,10.6,8.3,257,9.5,8.3,196,9.2,8.3
357,Turba,1,0.41811484,0.60812786,0.03389623,0.07606382,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
358,Turba,1,0.0,0.0,0.0,0.0,165,10.6,8.8,203,8.4,8.3,196,9.1,10.2
359,Turba,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
360,Turba,1,0.0,0.0,0.0,0.0,180,10.8,8.4,214,10.7,8.3,172,9.2,7.5
361,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,8.6,3.0,232,8.9,8.0,302,7.3,9.0
362,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
363,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,9.4,1.0,178,11.4,8.0,298,9.5,10.0
364,Arena-Materia_Organica,1,0.54142201,1.31312646,0.03724877,0.13341015,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
365,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
366,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,10.6,10.0,308,9.5,8.7,169,7.4,10.0
367,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,9.5,5.0,222,10.6,8.5,187,9.9,9.1
368,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,10.6,3.0,332,9.6,8.1,234,7.5,9.0
369,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,10.0,9.0,232,8.9,7.8,255,9.4,8.5
370,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,11.3,7.0,232,8.7,8.6,216,10.0,9.3
371,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,11.3,13.0,186,9.5,8.1,276,9.2,9.3
372,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,9.8,13.0,186,8.3,8.3,321,9.9,9.6
373,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,8.6,4.0,275,10.0,8.7,226,8.7,9.4
374,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,11.3,14.0,308,9.4,7.8,257,9.1,9.2
375,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
376,Arena-Materia_Organica,1,0.45695841,1.34556004,0.04362571,0.1865842,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
377,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
378,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,8.1,4.0,230,9.4,8.6,235,8.3,9.3
379,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,11.3,11.0,222,9.4,8.5,298,9.8,8.4
380,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,9.6,1.0,178,10.0,8.7,195,9.5,8.3
381,Arena-Materia_Organica,1,0.49349342,1.35485288,0.03906967,0.15481844,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
382,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,9.6,13.0,275,8.9,8.5,243,8.5,8.8
383,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,8.6,1.0,275,10.0,7.8,301,8.7,10.2
384,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,8.6,10.0,241,9.4,9.5,236,9.5,10.0
385,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,9.4,15.0,221,9.5,8.5,193,7.0,8.4
386,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,8.0,15.0,275,8.7,8.7,236,8.5,8.9
387,Arena-Materia_Organica,1,0.56391359,1.35681701,0.04288629,0.1778875,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
388,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,8.0,15.0,253,10.0,7.4,264,8.7,10.6
389,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,9.6,9.0,259,10.0,10.4,231,9.1,8.6
390,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,8.0,15.0,325,8.6,8.0,227,9.5,10.2
391,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,10.6,12.0,253,9.4,8.7,226,9.9,9.1
392,Arena-Materia_Organica,1,0.45342404,1.26446551,0.04003157,0.19405289,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
393,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,8.6,6.0,234,9.4,8.2,284,7.4,8.3
394,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
395,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,9.5,6.0,241,9.2,7.8,236,8.7,9.2
396,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,8.6,14.0,240,10.0,8.5,236,8.7,8.9
397,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,11.4,14.0,332,9.2,8.2,267,9.1,8.8
398,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,12.0,11.0,186,10.0,7.8,333,8.4,10.9
399,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,9.5,2.0,332,11.1,8.7,257,8.6,9.1
400,Arena-Materia_Organica,1,0.53722723,1.34950348,0.0384012,0.15650403,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
401,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,9.4,7.0,237,9.2,9.5,184,9.4,8.9
402,Arena-Materia_Organica,1,0.51119545,1.20232374,0.03841211,0.14743134,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
403,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
404,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,9.8,6.0,253,9.4,8.6,301,9.1,8.8
405,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,9.5,13.0,332,11.1,9.5,169,10.3,10.0
406,Arena-Materia_Organica,1,0.47847314,1.27930306,0.04159383,0.13282114,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
407,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,9.8,10.0,290,10.0,7.8,298,9.9,8.9
408,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,11.4,2.0,232,9.2,8.6,183,7.8,9.1
409,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,8.1,6.0,232,9.4,7.4,205,7.8,8.5
410,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,10.6,11.0,322,9.4,7.8,210,8.9,8.9
411,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,9.5,12.0,178,9.4,10.0,300,8.3,8.3
412,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,8.0,6.0,186,8.7,8.5,301,12.3,9.6
413,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
414,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,11.4,4.0,275,9.2,8.5,224,9.1,8.8
415,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,8.0,10.0,221,8.7,8.5,198,8.5,8.8
416,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,9.4,2.0,253,8.9,8.5,224,8.9,10.2
417,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,9.5,3.0,240,8.9,8.1,198,9.8,9.2
418,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,10.0,8.0,241,8.3,7.4,301,8.8,10.7
419,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,8.6,13.0,332,10.0,8.6,193,8.1,9.1
420,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,9.4,13.0,186,10.0,8.3,333,7.7,9.2
421,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
422,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,12.0,13.0,290,9.4,8.0,257,12.3,9.2
423,Arena-Materia_Organica,1,0.5713069,1.4878337,0.04040939,0.173168,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
424,Arena-Materia_Organica,1,0.48368986,1.48467137,0.04185814,0.18827336,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
425,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,8.6,5.0,232,11.1,7.8,183,8.1,8.3
426,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,9.8,2.0,186,8.7,9.5,278,8.9,8.8
427,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
428,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,9.4,9.0,308,11.1,10.4,205,7.3,9.3
429,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,11.3,15.0,238,8.3,8.0,236,8.5,9.4
430,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,8.6,12.0,232,9.2,8.3,264,7.5,8.8
431,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
432,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,12.0,13.0,178,10.6,8.5,267,8.4,9.3
433,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,9.5,13.0,178,9.4,8.3,224,8.5,9.6
434,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.6,5.0,241,10.6,10.4,261,8.3,8.7
435,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,12.0,5.0,230,9.0,8.2,255,9.4,10.0
436,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,10.0,10.0,186,9.4,8.0,257,9.7,10.0
437,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
438,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,9.8,5.0,234,10.0,8.3,261,8.3,8.4
439,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,11.3,14.0,230,10.0,9.5,239,7.6,8.1
440,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,9.8,8.0,234,10.0,8.8,181,7.9,10.1
441,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,10.0,10.0,332,9.5,8.5,226,8.5,6.1
442,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,8.1,1.0,178,10.6,8.3,248,8.0,9.2
443,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,8.6,3.0,222,9.6,8.1,230,8.7,10.0
444,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
445,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,11.3,3.0,234,8.7,8.7,147,8.8,10.7
446,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,8.1,11.0,275,9.4,8.8,327,8.8,8.8
447,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,8.1,4.0,275,9.0,7.8,257,8.3,9.6
448,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,9.5,7.0,234,10.0,8.0,261,8.9,8.1
449,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,9.4,2.0,308,11.4,8.2,250,9.9,6.1
450,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,10.6,15.0,222,9.5,8.6,307,9.1,8.6
451,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,8.0,11.0,232,10.6,8.3,206,9.5,8.1
452,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
453,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,9.4,11.0,290,9.5,8.6,209,8.5,8.5
454,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,11.3,12.0,234,10.0,8.3,302,8.5,9.1
455,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,9.6,4.0,222,8.9,8.6,169,7.0,9.8
456,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
457,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,12.0,3.0,275,11.1,8.0,201,9.1,8.6
458,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,9.6,5.0,325,11.1,8.6,205,9.9,10.1
459,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,8.6,3.0,240,8.6,8.5,209,7.7,8.6
460,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.6,4.0,259,10.6,8.0,198,9.0,8.3
461,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,11.3,7.0,240,9.2,8.5,165,8.3,8.5
462,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
463,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.6,15.0,275,8.3,8.2,226,9.4,8.7
464,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,11.3,11.0,186,10.0,8.2,201,9.9,9.1
465,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,11.3,4.0,230,10.0,8.0,198,10.2,8.1
466,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
467,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,11.3,7.0,222,8.7,8.7,214,8.2,9.1
468,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,8.0,12.0,230,10.0,8.6,224,8.5,8.3
469,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
470,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,8.1,8.0,178,9.4,8.0,227,9.9,8.9
471,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,9.4,2.0,178,10.0,7.8,209,7.7,10.0
472,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.0,11.0,232,10.6,8.7,252,8.5,10.2
473,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,10.6,2.0,241,8.6,8.8,363,10.2,8.5
474,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,8.1,15.0,230,9.2,8.2,255,8.9,10.1
475,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,9.4,15.0,230,8.3,8.3,268,8.4,10.0
476,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,8.0,5.0,237,10.0,9.5,363,8.1,8.8
477,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,11.4,14.0,259,10.0,9.5,170,8.9,8.8
478,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
479,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,9.5,6.0,322,10.0,8.5,327,8.6,10.2
480,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,219,8.6,7.0,230,11.4,9.5,165,7.7,9.1
481,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,8.6,1.0,290,8.3,8.8,147,8.1,10.5
482,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
483,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,9.4,15.0,308,9.6,8.2,265,9.1,8.8
484,Arena-Materia_Organica,1,0.46605285,1.34995109,0.03949222,0.17504977,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
