Semilla,Tratamiento,Peso_Dia3,Peso_Dia2,Peso_Dia1
813,Cascarilla-Materia_Organica,259.0,239.0,250.0
814,Cascarilla-Materia_Organica,197.0,173.0,273.0
817,Cascarilla-Materia_Organica,289.0,300.0,273.0
818,Cascarilla-Materia_Organica,228.0,173.0,326.0
820,Cascarilla-Materia_Organica,176.0,304.0,246.0
821,Cascarilla-Materia_Organica,242.0,181.0,218.0
822,Cascarilla-Materia_Organica,269.0,308.0,236.0
823,Cascarilla-Materia_Organica,228.0,335.0,220.0
824,Cascarilla-Materia_Organica,183.0,143.0,197.0
825,Cascarilla-Materia_Organica,301.0,198.0,222.0
826,Cascarilla-Materia_Organica,257.0,281.0,238.0
827,Cascarilla-Materia_Organica,276.0,239.0,222.0
828,Cascarilla-Materia_Organica,229.0,275.0,234.0
829,Cascarilla-Materia_Organica,256.0,257.0,207.0
830,Cascarilla-Materia_Organica,263.0,266.0,282.0
831,Cascarilla-Materia_Organica,228.0,166.0,207.0
832,Cascarilla-Materia_Organica,293.0,169.0,266.0
833,Cascarilla-Materia_Organica,287.0,173.0,282.0
834,Cascarilla-Materia_Organica,234.0,239.0,253.0
835,Cascarilla-Materia_Organica,282.0,281.0,246.0
836,Cascarilla-Materia_Organica,287.0,300.0,233.0
837,Cascarilla-Materia_Organica,228.0,266.0,266.0
838,Cascarilla-Materia_Organica,263.0,222.0,243.0
839,Cascarilla-Materia_Organica,301.0,222.0,207.0
840,Cascarilla-Materia_Organica,301.0,196.0,326.0
841,Cascarilla-Materia_Organica,170.0,275.0,255.0
842,Cascarilla-Materia_Organica,242.0,282.0,220.0
843,Cascarilla-Materia_Organica,257.0,275.0,218.0
845,Cascarilla-Materia_Organica,176.0,181.0,225.0
846,Cascarilla-Materia_Organica,329.0,204.0,220.0
847,Cascarilla-Materia_Organica,301.0,281.0,234.0
848,Cascarilla-Materia_Organica,165.0,196.0,190.0
849,Cascarilla-Materia_Organica,228.0,143.0,222.0
850,Cascarilla-Materia_Organica,183.0,213.0,254.0
851,Cascarilla-Materia_Organica,197.0,239.0,198.0
853,Cascarilla-Materia_Organica,301.0,214.0,218.0
854,Cascarilla-Materia_Organica,329.0,275.0,197.0
855,Cascarilla-Materia_Organica,269.0,304.0,218.0
856,Cascarilla-Materia_Organica,157.0,246.0,266.0
857,Cascarilla-Materia_Organica,228.0,301.0,326.0
858,Cascarilla-Materia_Organica,228.0,226.0,197.0
859,Cascarilla-Materia_Organica,304.0,343.0,252.0
860,Cascarilla-Materia_Organica,157.0,223.0,196.0
861,Cascarilla-Materia_Organica,293.0,143.0,238.0
863,Cascarilla-Materia_Organica,304.0,258.0,207.0
864,Cascarilla-Materia_Organica,228.0,234.0,190.0
865,Cascarilla-Materia_Organica,291.0,204.0,253.0
867,Cascarilla-Materia_Organica,251.0,343.0,236.0
868,Cascarilla-Materia_Organica,157.0,181.0,197.0
870,Cascarilla-Materia_Organica,426.0,359.0,204.0
871,Cascarilla-Materia_Organica,240.0,166.0,243.0
874,Cascarilla-Materia_Organica,329.0,264.0,298.0
875,Cascarilla-Materia_Organica,293.0,257.0,238.0
876,Cascarilla-Materia_Organica,301.0,335.0,252.0
878,Cascarilla-Materia_Organica,328.0,246.0,222.0
879,Cascarilla-Materia_Organica,229.0,266.0,255.0
880,Cascarilla-Materia_Organica,256.0,266.0,254.0
881,Cascarilla-Materia_Organica,282.0,247.0,346.0
883,Cascarilla-Materia_Organica,165.0,359.0,250.0
884,Cascarilla-Materia_Organica,228.0,173.0,190.0
885,Cascarilla-Materia_Organica,185.0,169.0,185.0
886,Cascarilla-Materia_Organica,287.0,143.0,207.0
887,Cascarilla-Materia_Organica,228.0,275.0,218.0
888,Cascarilla-Materia_Organica,256.0,281.0,245.0
889,Cascarilla-Materia_Organica,157.0,169.0,207.0
891,Cascarilla-Materia_Organica,293.0,281.0,207.0
892,Cascarilla-Materia_Organica,229.0,266.0,233.0
893,Cascarilla-Materia_Organica,426.0,239.0,232.0
894,Cascarilla-Materia_Organica,240.0,166.0,199.0
895,Cascarilla-Materia_Organica,257.0,213.0,197.0
896,Cascarilla-Materia_Organica,282.0,143.0,222.0
897,Cascarilla-Materia_Organica,329.0,204.0,273.0
899,Cascarilla-Materia_Organica,228.0,246.0,197.0
901,Cascarilla-Materia_Organica,256.0,258.0,305.0
902,Cascarilla-Materia_Organica,228.0,213.0,238.0
903,Cascarilla-Materia_Organica,301.0,214.0,250.0
904,Cascarilla-Materia_Organica,228.0,258.0,246.0
905,Cascarilla-Materia_Organica,257.0,264.0,273.0
906,Cascarilla-Materia_Organica,263.0,234.0,264.0
907,Cascarilla-Materia_Organica,263.0,264.0,315.0
908,Cascarilla-Materia_Organica,251.0,266.0,196.0
909,Cascarilla-Materia_Organica,257.0,343.0,190.0
910,Cascarilla-Materia_Organica,157.0,257.0,245.0
913,Cascarilla-Materia_Organica,251.0,246.0,250.0
914,Cascarilla-Materia_Organica,259.0,214.0,250.0
915,Cascarilla-Materia_Organica,170.0,308.0,196.0
916,Cascarilla-Materia_Organica,185.0,301.0,246.0
917,Cascarilla-Materia_Organica,293.0,215.0,252.0
918,Cascarilla-Materia_Organica,229.0,335.0,250.0
919,Cascarilla-Materia_Organica,276.0,173.0,326.0
920,Cascarilla-Materia_Organica,289.0,198.0,254.0
921,Cascarilla-Materia_Organica,289.0,226.0,225.0
923,Cascarilla-Materia_Organica,256.0,223.0,180.0
924,Cascarilla-Materia_Organica,269.0,181.0,204.0
926,Cascarilla-Materia_Organica,329.0,234.0,204.0
928,Cascarilla-Materia_Organica,157.0,343.0,250.0
929,Cascarilla-Materia_Organica,289.0,234.0,198.0
931,Cascarilla-Materia_Organica,426.0,226.0,207.0
932,Cascarilla-Materia_Organica,293.0,166.0,245.0
933,Cascarilla-Materia_Organica,228.0,215.0,238.0
934,Cascarilla-Materia_Organica,176.0,266.0,165.0
935,Cascarilla-Materia_Organica,242.0,335.0,305.0
936,Cascarilla-Materia_Organica,159.0,173.0,236.0
937,Cascarilla-Materia_Organica,291.0,264.0,305.0
938,Cascarilla-Materia_Organica,282.0,198.0,196.0
939,Cascarilla-Materia_Organica,240.0,282.0,250.0
940,Cascarilla-Materia_Organica,426.0,335.0,250.0
941,Cascarilla-Materia_Organica,242.0,215.0,273.0
943,Cascarilla-Materia_Organica,269.0,239.0,197.0
945,Cascarilla-Materia_Organica,228.0,301.0,266.0
946,Cascarilla-Materia_Organica,259.0,266.0,245.0
947,Cascarilla-Materia_Organica,159.0,266.0,233.0
949,Cascarilla-Materia_Organica,293.0,234.0,225.0
950,Cascarilla-Materia_Organica,257.0,301.0,236.0
951,Cascarilla-Materia_Organica,165.0,234.0,197.0
953,Cascarilla-Materia_Organica,176.0,335.0,185.0
955,Cascarilla-Materia_Organica,240.0,359.0,253.0
956,Cascarilla-Materia_Organica,157.0,281.0,255.0
957,Cascarilla-Materia_Organica,329.0,223.0,326.0
958,Cascarilla-Materia_Organica,242.0,300.0,190.0
959,Cascarilla-Materia_Organica,263.0,166.0,315.0
962,Cascarilla-Materia_Organica,197.0,223.0,165.0
963,Cascarilla-Materia_Organica,328.0,258.0,204.0
965,Cascarilla-Materia_Organica,257.0,258.0,255.0
969,Cascarilla-Materia_Organica,291.0,266.0,250.0
970,Cascarilla-Materia_Organica,289.0,166.0,218.0
971,Cascarilla-Materia_Organica,170.0,196.0,218.0
973,Cascarilla-Materia_Organica,304.0,264.0,196.0
974,Cascarilla-Materia_Organica,291.0,234.0,197.0
976,Cascarilla-Materia_Organica,157.0,266.0,255.0
978,Cascarilla-Materia_Organica,242.0,258.0,197.0
979,Cascarilla-Materia_Organica,234.0,258.0,196.0
980,Cascarilla-Materia_Organica,234.0,264.0,263.0
981,Cascarilla-Materia_Organica,234.0,300.0,243.0
982,Cascarilla-Materia_Organica,183.0,304.0,252.0
983,Cascarilla-Materia_Organica,257.0,264.0,250.0
985,Cascarilla-Materia_Organica,228.0,169.0,236.0
986,Cascarilla-Materia_Organica,185.0,222.0,225.0
987,Cascarilla-Materia_Organica,257.0,204.0,165.0
989,Cascarilla-Materia_Organica,242.0,196.0,255.0
990,Cascarilla-Materia_Organica,228.0,198.0,266.0
993,Cascarilla-Materia_Organica,183.0,253.0,263.0
994,Cascarilla-Materia_Organica,170.0,281.0,298.0
995,Cascarilla-Materia_Organica,229.0,181.0,197.0
998,Cascarilla-Materia_Organica,234.0,214.0,246.0
999,Cascarilla-Materia_Organica,165.0,173.0,218.0
1000,Cascarilla-Materia_Organica,185.0,335.0,185.0
1001,Cascarilla-Materia_Organica,282.0,198.0,305.0
1002,Cascarilla-Materia_Organica,329.0,169.0,250.0
1003,Cascarilla-Materia_Organica,287.0,308.0,197.0
1004,Cascarilla-Materia_Organica,269.0,300.0,315.0
1006,Cascarilla-Materia_Organica,304.0,153.0,255.0
1008,Cascarilla-Materia_Organica,185.0,173.0,252.0
1009,Cascarilla-Materia_Organica,329.0,181.0,245.0
1011,Cascarilla-Materia_Organica,176.0,173.0,255.0
1012,Cascarilla-Materia_Organica,183.0,181.0,236.0
1013,Cascarilla-Materia_Organica,301.0,215.0,263.0
1014,Cascarilla-Materia_Organica,287.0,153.0,198.0
1016,Cascarilla-Materia_Organica,328.0,301.0,190.0
1017,Cascarilla-Materia_Organica,157.0,150.0,326.0
1018,Cascarilla-Materia_Organica,176.0,204.0,250.0
1019,Cascarilla-Materia_Organica,269.0,214.0,197.0
1020,Cascarilla-Materia_Organica,259.0,181.0,255.0
1022,Cascarilla-Materia_Organica,176.0,304.0,165.0
1023,Cascarilla-Materia_Organica,329.0,198.0,190.0
1024,Cascarilla-Materia_Organica,287.0,359.0,238.0
1026,Cascarilla-Materia_Organica,282.0,258.0,255.0
1028,Cascarilla-Materia_Organica,282.0,214.0,315.0
1029,Cascarilla-Materia_Organica,276.0,308.0,190.0
1030,Cascarilla-Materia_Organica,159.0,301.0,232.0
1031,Cascarilla-Materia_Organica,263.0,257.0,298.0
1032,Cascarilla-Materia_Organica,197.0,143.0,199.0
1034,Cascarilla-Materia_Organica,165.0,359.0,250.0
1035,Cascarilla-Materia_Organica,159.0,253.0,207.0
1036,Cascarilla-Materia_Organica,259.0,275.0,198.0
1037,Cascarilla-Materia_Organica,257.0,173.0,255.0
1038,Cascarilla-Materia_Organica,291.0,253.0,197.0
1039,Cascarilla-Materia_Organica,257.0,335.0,197.0
1041,Cascarilla-Materia_Organica,304.0,275.0,235.0
1042,Cascarilla-Materia_Organica,426.0,143.0,197.0
1044,Cascarilla-Materia_Organica,291.0,198.0,218.0
1045,Cascarilla-Materia_Organica,165.0,281.0,346.0
1046,Cascarilla-Materia_Organica,256.0,281.0,263.0
1047,Cascarilla-Materia_Organica,289.0,266.0,263.0
1048,Cascarilla-Materia_Organica,426.0,169.0,238.0
1049,Cascarilla-Materia_Organica,234.0,234.0,282.0
1050,Cascarilla-Materia_Organica,176.0,150.0,185.0
1051,Cascarilla-Materia_Organica,228.0,150.0,220.0
1052,Cascarilla-Materia_Organica,329.0,143.0,233.0
1053,Cascarilla-Materia_Organica,301.0,181.0,218.0
1054,Cascarilla-Materia_Organica,291.0,301.0,305.0
1055,Cascarilla-Materia_Organica,328.0,266.0,190.0
1056,Cascarilla-Materia_Organica,328.0,222.0,232.0
1057,Cascarilla-Materia_Organica,263.0,173.0,250.0
1058,Cascarilla-Materia_Organica,328.0,214.0,196.0
1060,Cascarilla-Materia_Organica,185.0,169.0,207.0
1061,Cascarilla-Materia_Organica,263.0,173.0,250.0
1062,Cascarilla-Materia_Organica,185.0,222.0,250.0
1064,Cascarilla-Materia_Organica,287.0,196.0,250.0
1065,Cascarilla-Materia_Organica,291.0,301.0,243.0
1066,Cascarilla-Materia_Organica,304.0,213.0,250.0
1067,Cascarilla-Materia_Organica,251.0,223.0,180.0
1068,Cascarilla-Materia_Organica,183.0,258.0,346.0
1069,Cascarilla-Materia_Organica,242.0,266.0,264.0
1071,Cascarilla-Materia_Organica,301.0,308.0,255.0
1072,Cascarilla-Materia_Organica,165.0,359.0,273.0
1073,Cascarilla-Materia_Organica,176.0,153.0,222.0
1074,Cascarilla-Materia_Organica,329.0,234.0,252.0
1075,Cascarilla-Materia_Organica,263.0,204.0,263.0
1076,Cascarilla-Materia_Organica,289.0,266.0,232.0
1077,Cascarilla-Materia_Organica,197.0,204.0,190.0
1078,Cascarilla-Materia_Organica,159.0,266.0,246.0
